y_true,y_score
0.0,0.075861156
0.0,0.06819248
0.0,0.10066387
0.0,0.06763363
0.0,0.073094815
0.0,0.10955241
0.0,0.09951998
0.0,0.07657998
0.0,0.093973756
0.0,0.10150414
0.0,0.119223416
0.0,0.117943875
0.0,0.14202824
0.0,0.15560862
0.0,0.1941793
0.0,0.15449084
0.0,0.18086761
0.0,0.180279
0.0,0.19269568
0.0,0.20977762
0.0,0.19581893
0.0,0.18729547
0.0,0.19919528
0.0,0.038264725
0.0,0.045478888
0.0,0.024821753
0.0,0.032863073
0.0,0.032667633
0.0,0.033104777
0.0,0.041250013
0.0,0.04415864
0.0,0.04581036
0.0,0.053103995
0.0,0.04966182
0.0,0.057143778
0.0,0.067013375
0.0,0.07998972
0.0,0.08175066
0.0,0.08686055
0.0,0.07868675
0.0,0.08286211
0.0,0.08760938
0.0,0.082977384
0.0,0.097161315
0.0,0.09304682
0.0,0.095768176
0.0,0.105965585
0.0,0.13055384
0.0,0.1252959
0.0,0.12267892
0.0,0.13573746
0.0,0.1670003
0.0,0.15999804
0.0,0.1645944
0.0,0.17215079
0.0,0.19119363
0.0,0.18989602
0.0,0.17728604
0.0,0.1643093
0.0,0.18114418
0.0,0.16494733
0.0,0.18314318
0.0,0.21674614
0.0,0.21615979
0.0,0.22153643
0.0,0.19994786
0.0,0.19453886
0.0,0.19252254
0.0,0.02166562
0.0,0.024981951
0.0,0.027261566
0.0,0.030269897
0.0,0.03585029
0.0,0.038484134
0.0,0.037012465
0.0,0.0379557
0.0,0.03591583
0.0,0.029410876
0.0,0.026856119
0.0,0.026495129
0.0,0.03206706
0.0,0.026446307
0.0,0.025257012
0.0,0.026803788
0.0,0.026176078
0.0,0.02448158
0.0,0.025344653
0.0,0.026693532
0.0,0.025191741
0.0,0.02493797
0.0,0.025921311
0.0,0.027011607
0.0,0.02424607
0.0,0.022918046
0.0,0.020938428
0.0,0.020952139
0.0,0.021406073
0.0,0.025539106
0.0,0.021093346
0.0,0.020419024
0.0,0.018441979
0.0,0.018688766
0.0,0.01877415
0.0,0.016048163
0.0,0.014319313
0.0,0.015506895
0.0,0.017778417
0.0,0.019114925
0.0,0.016913755
0.0,0.01585245
0.0,0.015410837
0.0,0.01810858
0.0,0.015768686
0.0,0.014755423
0.0,0.016668744
0.0,0.017628172
0.0,0.014856319
0.0,0.015556159
0.0,0.015466878
0.0,0.0153721385
0.0,0.0137504535
0.0,0.014230276
0.0,0.015453697
0.0,0.018505294
0.0,0.014926571
0.0,0.017870193
0.0,0.021575365
0.0,0.034526434
0.0,0.034270346
0.0,0.03992673
0.0,0.040738847
0.0,0.045391697
0.0,0.0420304
0.0,0.0528056
0.0,0.053842988
0.0,0.036368776
0.0,0.046759635
0.0,0.04867889
0.0,0.054082498
0.0,0.051215436
0.0,0.06823743
0.0,0.08362574
0.0,0.057875723
0.0,0.07621053
0.0,0.0877712
0.0,0.08860007
0.0,0.09434437
0.0,0.1010476
0.0,0.078292094
0.0,0.074332565
0.0,0.09232702
0.0,0.08254699
0.0,0.09195758
0.0,0.0936812
0.0,0.105669565
0.0,0.093109086
0.0,0.092015766
0.0,0.094023265
0.0,0.13113749
0.0,0.10124674
0.0,0.107116535
0.0,0.10601224
0.0,0.12537476
0.0,0.1595972
0.0,0.16385718
0.0,0.16632093
0.0,0.15226136
0.0,0.2061599
0.0,0.18279843
0.0,0.23994254
0.0,0.20685297
0.0,0.2523947
0.0,0.30012578
0.0,0.28051215
0.0,0.2744708
0.0,0.32648408
0.0,0.35784554
0.0,0.3354915
0.0,0.33340746
0.0,0.3797314
0.0,0.39153743
0.0,0.4454668
0.0,0.47124654
0.0,0.42011675
0.0,0.44986165
0.0,0.54501843
0.0,0.43447173
0.0,0.5018024
0.0,0.4757231
0.0,0.4774988
0.0,0.47202972
0.0,0.48246735
0.0,0.52521706
1.0,0.56232053
1.0,0.5236274
1.0,0.5415431
1.0,0.592291
1.0,0.59222484
1.0,0.5523575
1.0,0.57291704
1.0,0.583002
1.0,0.57562023
0.0,0.02691444
0.0,0.0268354
0.0,0.043590438
0.0,0.06331103
0.0,0.06392108
0.0,0.049878307
0.0,0.07627873
0.0,0.06771802
0.0,0.08429488
0.0,0.06488855
0.0,0.0656687
0.0,0.07399824
0.0,0.076071054
0.0,0.07210879
0.0,0.073563
0.0,0.07421225
0.0,0.08321412
0.0,0.08185054
0.0,0.09489958
0.0,0.08587818
0.0,0.10420373
0.0,0.103554755
0.0,0.11252837
0.0,0.13348132
0.0,0.14207593
0.0,0.15425321
0.0,0.12885718
0.0,0.14503916
0.0,0.18983778
0.0,0.1934
0.0,0.17492296
0.0,0.1821866
0.0,0.1789911
0.0,0.17862964
0.0,0.040228385
0.0,0.038049523
0.0,0.05129506
0.0,0.07480743
0.0,0.0663417
0.0,0.06882016
0.0,0.07225959
0.0,0.06528834
0.0,0.06255193
0.0,0.065496005
0.0,0.056155216
0.0,0.05796801
0.0,0.05864859
0.0,0.05987691
0.0,0.056564167
0.0,0.06126029
0.0,0.06959557
0.0,0.061328884
0.0,0.052537553
0.0,0.05809696
0.0,0.06140288
0.0,0.05923312
0.0,0.059579182
0.0,0.05370273
0.0,0.074064225
0.0,0.06421361
0.0,0.066722155
0.0,0.0663843
0.0,0.070921354
